id,name,phone,email,company,status,disposition,summary,called_at_iso,log_id
16435,GI DUCT FEBRICATION,+919535105217,syedsaif332@gmail.com,GI DUCT FEBRICATION,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:25:14.581491Z,
16436,Sri Venkateshwara Air Systems,+919980233521,svairsystem@gmail.com,Sri Venkateshwara Air Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:24:46.947238Z,
16437,Shricap Electronics,+919373901275,shricapelectronics@gmail.com,Shricap Electronics,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:21:18.514256Z,
16438,AMAR RADIO CORPORATION,+917975477851,sales84@amarradio.com,AMAR RADIO CORPORATION,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:19:46.758652Z,
16439,Vends Tech India Pvt. Ltd.,+919858585599,sales@vendsindia.com,Vends Tech India Pvt. Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:19:19.297056Z,
16440,Suman Electric Udyog Pvt Ltd.,+919590376643,sales@sumanblr.com,Suman Electric Udyog Pvt Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:18:39.447738Z,
16441,Mohan Exim India Private Limited,+919090903837,sales@mohanexim.com,Mohan Exim India Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:16:51.581572Z,
16442,AMMAN ENTERPRISES,+918148677441,sales@ammanindia.com,AMMAN ENTERPRISES,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:14:28.089562Z,
16443,Ajanta Electricals,+919873656341,sales@ajantaelectrical.com,Ajanta Electricals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:13:23.976741Z,
16444,AIRE MASKIN PRIVATE LIMITED,+919900096975,sales@airemaskin.com,AIRE MASKIN PRIVATE LIMITED,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:12:44.270001Z,
16445,Vishal Foundry,+919904088271,info@vishalfoundry.in,Vishal Foundry,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:11:01.601971Z,
16446,UNIMAC CONTROL SYSTEMS,+919825012198,info@unimacvalves.co.in,UNIMAC CONTROL SYSTEMS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:07:53.466859Z,
16447,Sigma Scientific Glass Pvt. Ltd.,+919879619121,info@sigmaglassindia.com,Sigma Scientific Glass Pvt. Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T15:04:27.803368Z,
16448,Meena cast Pvt Ltd,+919824234488,info@meenacast.com,Meena cast Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:59:45.711503Z,
16449,Hitech Instrumentation,+919920384497,info@hitechints.com,Hitech Instrumentation,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:52:26.538989Z,
16450,Amtech a Valves,+919426212368,info@amtechvalves.com,Amtech a Valves,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:44:23.858033Z,
16451,Airmax Gujarat Private Limited,+919723371577,info@airmaxgujarat.com,Airmax Gujarat Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:44:04.516972Z,
16452,HydroFit Hydraulic,+919327046296,hydrofitmarketing@gmail.com,HydroFit Hydraulic,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:42:26.847816Z,
16453,Boilerhouse Corporation,+919825610428,harshad.darji@bhcgroup.in,Boilerhouse Corporation,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:38:25.466179Z,
16454,Ferrotech Vavles,+919909962546,ftechvalves@gmail.com,Ferrotech Vavles,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:37:41.154492Z,
16455,ROTEX AUTOMATION LIMITED,+918792739273,enq@rotexautomation.com,ROTEX AUTOMATION LIMITED,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:35:55.376238Z,
16456,AIR POWER SERVICE,+919924913133,airpowerservice@gmail.com,AIR POWER SERVICE,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:31:07.392760Z,
16457,Charlston Lights,+917575885582,contactus@charlstonlights.com,Charlston Lights,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:29:00.114940Z,
16458,Trizon Electricals,+918320374642,trizonelectricals@gmail.com,Trizon Electricals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:28:24.435203Z,
16459,Micro Energy System,+919512112191,Sales.microenergysystem@gmail.com,Micro Energy System,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:27:54.718488Z,
16460,Umiya Assembly Technologies,+917984668167,umiyaassembly@gmail.com,Umiya Assembly Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:27:35.364237Z,
16461,Philips Smart Light Hub,+918238331104,pratik@palmtraders.in,Philips Smart Light Hub,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:25:05.948242Z,
16462,JABLA LIGHTINGS,+919016318422,nilay@cleanroomproduct.com,JABLA LIGHTINGS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:23:47.646776Z,
16463,LIGHT SPACE,+918487959800,lightspace@gmail.com,LIGHT SPACE,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:21:30.956192Z,
16464,R.S.Electricals,+919903667738,inforselc@gmail.com,R.S.Electricals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:18:06.535830Z,
16465,Dhanashree Electronics Ltd,+919007825555,info@rashmilighting.com,Dhanashree Electronics Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:15:38.476569Z,
16466,GMDT MARINE &INDUSTRIAL ENGINEERING PVT. LTD,+919427187035,info@gmdtengineering.com,GMDT MARINE &INDUSTRIAL ENGINEERING PVT. LTD,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:12:28.397262Z,
16467,Accu- Tech Engineering,+919998700941,info@accutechflpfan.com,Accu- Tech Engineering,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:10:40.040827Z,
16468,LIGHT ON Lighting Fixture,+919825051404,Crown_hetal@yahoo.com,LIGHT ON Lighting Fixture,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:05:10.829656Z,
16469,Bright Ideas Lighting Solutions,+919909907012,contact@brightideas.in,Bright Ideas Lighting Solutions,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:04:49.361595Z,
16470,KWW ELECTRICALS & ELECTRONICS PRIVA,+919836786363,care@kwwelectricals.com,KWW ELECTRICALS & ELECTRONICS PRIVA,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T14:04:27.994370Z,
16471,Jenil International (SKF Bearings Stockist & Distributor),+919757038405,info@jenilinternational.com,Jenil International (SKF Bearings Stockist & Distributor),completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:59:59.157349Z,
16472,Josts Engineering Company Ltd,+919822623782,jostsho@josts.in,Josts Engineering Company Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:59:33.668830Z,
16473,Industrial Crafts,+919904282645,sagar.nribm2014@gmail.com,Industrial Crafts,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:56:16.076608Z,
16474,Avcon Systems,+917359210222,easymoveindia@hotmail.com,Avcon Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:54:48.045802Z,
16475,Gemini Equipment and Rentals (P) Ltd,+919029251253,info@gear-india.com,Gemini Equipment and Rentals (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:46:38.727323Z,
16476,Shree Ram Air-Tech,+919730072214,ductcooler@gmail.com,Shree Ram Air-Tech,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:45:38.932652Z,
16477,Z AIRCON ENTERPRISES,+918454003371,zairconenterprises@gmail.com,Z AIRCON ENTERPRISES,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:44:16.679404Z,
16478,National Aircon,+919833395951,nationalaircon.sale@gmail.com,National Aircon,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:40:28.302129Z,
16479,Snehanjali Electronics And Trading PVT LTD,+918422812255,info@snehanjali.in,Snehanjali Electronics And Trading PVT LTD,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:39:03.608122Z,
16480,Shree Ram Air-Tech,+919730072214,ductcooler@gmail.com,Shree Ram Air-Tech,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:36:06.829452Z,
16481,Z AIRCON ENTERPRISES,+918454003371,zairconenterprises@gmail.com,Z AIRCON ENTERPRISES,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:35:13.292606Z,
16482,Vends Tech India Pvt. Ltd.,+919858585599,sales@vendsindia.com,Vends Tech India Pvt. Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:33:55.449651Z,
16483,National Aircon,+919833395951,nationalaircon.sale@gmail.com,National Aircon,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:32:37.625564Z,
16484,Sujata Enterprises,+918097182413,sujataenterprise345@gmail.com,Sujata Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:25:06.707108Z,
16485,Panasonic Exclusive Store Sahakar Electronics,+918291342998,sahakarelectronics@gmail.com,Panasonic Exclusive Store Sahakar Electronics,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:17:36.958644Z,
16486,Matrix Distributor Pvt. Ltd.,+919702042070,atul@matrixdistributor.com,Matrix Distributor Pvt. Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:10:45.314317Z,
16487,Signals & Systems (India) Private Limited,+919321048600,sales@sandsindia.com,Signals & Systems (India) Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T13:06:46.597388Z,
16488,System Needs,+919845543444,support@systemneeds.in,System Needs,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:59:02.175981Z,
16489,Ani Enterprise,+919940222404,anienterprise9@gmail.com,Ani Enterprise,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:58:40.806732Z,
16490,Top Gun Network Technologies Pvt Ltd,+919845071018,info@topguntechnologies.com,Top Gun Network Technologies Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:56:40.118751Z,
16491,GADGETOLOGY NETWORK PRIVATE LIMITED,+917899402171,support@gadgetology.in,GADGETOLOGY NETWORK PRIVATE LIMITED,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:51:29.395094Z,
16492,Dynamic It Services,+919810735243,sunilyadav@dynamicitservices.in,Dynamic It Services,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:47:03.481343Z,
16493,AMAR RADIO CORPORATION,+917975477851,sales84@amarradio.com,AMAR RADIO CORPORATION,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:44:16.978208Z,
16494,TenX Services Private Limited,+919916949898,sales@tenxworld.com,TenX Services Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:42:53.053927Z,
16495,Square network solutions Pvt Ltd,+919840987432,sales@squarenet.in,Square network solutions Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:41:08.893802Z,
16496,Sertel Electronics (P) Ltd,+919385090333,sales@sertelelectronics.com,Sertel Electronics (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:39:38.911784Z,
16497,Kamalveer Systems,+918886331764,sales@kamalveersystems.net,Kamalveer Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:37:16.633406Z,
16498,TermVertex Blr,+919845076102,prathishraj@teamvertex.com,TermVertex Blr,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:33:16.199886Z,
16499,Synergy Systems & Pheripherals,+919841746593,nfo1@synergysystem.in,Synergy Systems & Pheripherals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:29:51.361906Z,
16500,Amoolya Systems Technologies,+919980199974,murali@amoolyasystems.com,Amoolya Systems Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:28:18.956585Z,
16501,Team Engineers,+919949150099,info@teamengineers.in,Team Engineers,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:24:58.160434Z,
16502,S H Telecom Services,+919848174559,info@shtelecom.net,S H Telecom Services,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:23:52.184304Z,
16503,Server Parts,+919391440440,info@serverparts.in,Server Parts,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:23:10.451901Z,
16504,Hegde Instrumentation & Engineering,+919482395368,hegdeinstrumentation@gmail.com,Hegde Instrumentation & Engineering,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:14:34.436799Z,
16505,ServerCart,+919343334445,greenitblr@gmail.com,ServerCart,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:13:40.612615Z,
16506,Net Rack,+919243188118,enquiry@netrackindia.com,Net Rack,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:11:48.156963Z,
16507,Jyeshtha Solutions Pvt. Ltd.,+919845104804,contact@jyeshtha.com,Jyeshtha Solutions Pvt. Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:10:52.317812Z,
16508,Dynamic It Services,+919810735243,sunilyadav@dynamicitservices.in,Dynamic It Services,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:06:31.491186Z,
16509,Green it Soluzione,+918879739774,samkhancisco1993@gmail.com,Green it Soluzione,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:03:36.414458Z,
16510,Secure Tel Networks Inc,+919448082646,Info@Securetel.In,Secure Tel Networks Inc,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:02:18.335853Z,
16511,METAPOINT TECHNOLOGIES PVT LTD,+919989544438,hari@metapoint.in,METAPOINT TECHNOLOGIES PVT LTD,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T12:00:31.541206Z,
16512,S V Greentech Private Limited,+919371106436,rihanmalik986@gmail.com,S V Greentech Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:58:59.478295Z,
16513,Sunsign Solar,+919860204002,infosunsign99@gmail.com,Sunsign Solar,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:54:45.449592Z,
16514,Waaree Solar Power Centre,+919764868688,anuradha.thakur@prianenergy.com,Waaree Solar Power Centre,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:53:01.003172Z,
16515,Costa Power Industries Pvt. Ltd.,+917971671193,sunil@upscbatteriesindia.com,Costa Power Industries Pvt. Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:45:34.672893Z,
16516,Skynet Power Solutions Pvt. Ltd.,+919930682519,sales@skynetups.in,Skynet Power Solutions Pvt. Ltd.,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:39:50.194656Z,
16517,Opal Electronics,+919822191181,sales@opelelectronics.com,Opal Electronics,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:34:30.557000Z,
16518,Batt Power Company,+919860178649,sales@battpower.in,Batt Power Company,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:33:06.512494Z,
16519,Power & Communication Engineers,+919423103971,pce_avi@yahoo.co.in,Power & Communication Engineers,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:31:46.562321Z,
16520,Prism Electronics And Technologies,+919224591774,office@gadget.co.in,Prism Electronics And Technologies,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:26:10.754954Z,
16521,MK POWER DISTRIBUTORS,+919021353189,mkpowersystem74@gmail.com,MK POWER DISTRIBUTORS,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:21:50.213676Z,
16522,J K Power Guard,+919302093090,jkpowerguard@yahoo.com,J K Power Guard,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:20:50.430970Z,
16523,Super Tech Power Systems,+919821170829,info@supertechpower.com,Super Tech Power Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:20:29.048424Z,
16524,S M Power Systems,+919922516363,info@smpowersystems.com,S M Power Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:19:04.603281Z,
16525,Pacicon Infopower (P) Ltd,+917122554412,info@pacicon.in  prashant@pacicon.in,Pacicon Infopower (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:17:38.879611Z,
16526,Namrata Power Systems,+919762061555,info@namratapower.com,Namrata Power Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:16:42.809299Z,
16527,Mahavir Sys Power Pvt Limited,+919930335655,info@msplgroup.com,Mahavir Sys Power Pvt Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:16:00.914902Z,
16528,Hyderabad AC Services,+918712322475,info@hyderabadacservices.com,Hyderabad AC Services,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:15:29.282936Z,
16529,R.P. Electronics,+919436128303,electronicsrp720@gmail.com,R.P. Electronics,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:12:46.434503Z,
16530,AG Power Systems,+919867731444,agpowercompany@gmailcom,AG Power Systems,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:10:28.074970Z,
16531,KRITI STEEL Industries,+919892706144,kirtisteel121@rediffmail.com,KRITI STEEL Industries,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:07:07.268112Z,
16532,Kantilal and Sons Woodworks Private Limited,+919920252122,kcowood@hotmail.com,Kantilal and Sons Woodworks Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:05:51.421284Z,
16533,Trinity Packaging Co Pvt Ltd,+919773322483,info@trinitypallet.com,Trinity Packaging Co Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T11:01:52.391673Z,
16534,PROGRESSIVE TIMBER PVT LTD,+919619442266,info@progressivetimber.com,PROGRESSIVE TIMBER PVT LTD,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:58:05.211087Z,
16535,Pepcopp Pest Control Services,+919833233406,info@pepcopp.co.in,Pepcopp Pest Control Services,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:57:31.321981Z,
16536,Matere Packaging,+919881316625,info@materepackaging.com,Matere Packaging,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:54:43.361588Z,
16537,Gravity Lab Laboratory Equipment,+919821198397,info@gravitylab.in,Gravity Lab Laboratory Equipment,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:53:07.703427Z,
16538,Chopda Industries,+919823722209,info@chopdaindustries.com,Chopda Industries,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:52:52.373518Z,
16539,AVON APPLIANCES,+919820084688,info@avonappliances.com,AVON APPLIANCES,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:50:40.979563Z,
16540,Classic Flooring & Interior (P) Ltd,+919019335959,himanshu.sm@squarefoot.co.in,Classic Flooring & Interior (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:49:04.310138Z,
16541,Beautex Industries,+919022150000,happy2help@beautex.in,Beautex Industries,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:47:39.983528Z,
16542,Stallion Paints,+917842085441,stallionpaints@gmail.com,Stallion Paints,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:42:59.896287Z,
16543,Colour India Paints Industries,+919848192088,colour_mk@yahoo.com,Colour India Paints Industries,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:42:03.114391Z,
16544,Shades,+919885374724,shadesno1@gmail.com,Shades,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:38:06.663072Z,
16545,Monarch Paints,+919966664269,monarchpaintz@gmail.com,Monarch Paints,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:36:44.687541Z,
16546,Nav Shakti Paints And Chemicals,+919848040845,nav_shakti@rediffmail.com,Nav Shakti Paints And Chemicals,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:26:39.761510Z,
16547,Lakshmi Gayatri Agency,+919000929219,lakshmigayatri99@gmail.com,Lakshmi Gayatri Agency,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:25:47.737808Z,
16548,Kailash Hardware Corporation & Kailash Enterprises,+919848287732,kailashwirenetting@gmail.com,Kailash Hardware Corporation & Kailash Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:24:39.665758Z,
16549,Fosroc Chemicals (India) (P) Ltd,+917411011070,enquiry.india@fosroc.com,Fosroc Chemicals (India) (P) Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:19:32.180500Z,
16550,EagleCoats,+919121230001,eaglecoats@rediffmail.com,EagleCoats,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:17:27.492786Z,
16551,Sai Sravanthi Enterprises,+919573437171,civilizemart@gmail.com,Sai Sravanthi Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:13:07.622737Z,
16552,EXPERT ENTERPRISES,+919826609826,expertenterprises003@gmail.com,EXPERT ENTERPRISES,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:11:53.765078Z,
16553,OM INFOTECH,+919587194871,info@ominfotechindia.com,OM INFOTECH,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T10:08:16.860645Z,
16554,Microtouch Infotech Pvt Ltd,+919448066586,info@microtouch.co.in,Microtouch Infotech Pvt Ltd,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:52:32.397673Z,
16555,Zebronics India Private Limited,+919331386745,itsales.support1@zebronics.com,Zebronics India Private Limited,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:50:52.133419Z,
16556,Kothari Electro World,+917892898221,kotharielectroworld@yahoo.com,Kothari Electro World,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:50:40.889241Z,
16557,System Needs,+919845543444,support@systemneeds.in,System Needs,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:50:17.362556Z,
16558,K. S. Reddy's Enterprises,+919986015112,www.mishop.in@gmail.com,K. S. Reddy's Enterprises,completed,Answered,"Analyzer error: unterminated string literal (detected at line 226) (call_analyzer.py, line 226)",2026-05-09T09:48:00.875100Z,
